"ID"	"ItemNumber"	"ArgumentOrder"	"ExperimentID"	"ParticipantID"	"VerbType"	"RE1"	"RE2"	"REP"	"ContextS"	"ContextVinf"	"ContextVaux"	"ContextV"	"ContextValency"	"AntecedentAnswer"	"TargetPrompt"	"RE1gennum"	"RE1case"	"RE1gram"	"RE1proto"	"RE1art"	"RE2gennum"	"RE2case"	"RE2gram"	"RE2proto"	"RE2art"	"REPgennum"	"REPcase"	"REPtype"	"RE1role"	"RE2role"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t02_comp_Completion"	"EMG_70b_t02_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"MIX_8x7b_t00_comp_Completion"	"MIX_8x7b_t00_comp_Antecedens"	"MIX_8x7b_t02_comp_Completion"	"MIX_8x7b_t02_comp_Antecedens"	"MIX_8x7b_t05_comp_Completion"	"MIX_8x7b_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"632"	"ID_100632"	"11"	"SO"	"A1"	"A1_VP16"	"SimpleTransitive"	"Der Polizist"	"den Raser"	"Er"	"Der Polizist will den Raser prüfen"	"prüfen"	"will"	"prüfen"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Er hat mit überhöhter Geschwindigkeit ein Unfall verursacht."	"Auf Raser"	"Der Polizist will den Raser prüfen. Er hat ihn zu schnell gesehen fahren."	"Auf Raser"	"Er hat die Geschwindigkeitsbegrenzung überschritten."	"Auf Raser"	"Der Polizist will den Raser prüfen. Er hat das Tempo gemessen."	"Auf Raser"	"Er hat den Verdacht, dass der Fahrer betrunken ist."	"Das Er bezieht sich auf Polizist."	"Er hat das Auto zu schnell gefahren."	"Auf Raser"	"Er hat das Auto zu schnell gefahren."	"Auf Raser"	"Er hat ein Auto gefahren, das zu schnell war."	"Auf Polizist"	"Er hat einen Verdacht auf eine Straftat."	"Auf Raser"	"Er hat einen Verdacht auf Raubmord."	"Auf Raser"	"Er hat einen Verdacht auf ein Verbrechen."	"Auf Raser"
"633"	"ID_100633"	"11"	"SO"	"A1"	"A1_VP17"	"SimpleTransitive"	"Der Polizist"	"den Raser"	"Er"	"Der Polizist will den Raser prüfen"	"prüfen"	"will"	"prüfen"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Er hat mit überhöhter Geschwindigkeit ein Unfall verursacht."	"Auf Raser"	"Der Polizist will den Raser prüfen. Er hat ihn zu schnell gesehen fahren."	"Auf Raser"	"Er hat ein schlechtes Gewissen."	"Auf Raser"	"Er hat eine Geschwindigkeitsüberschreitung festgestellt."	"Auf Raser"	"Er hat den Verdacht, dass der Fahrer betrunken ist."	"Das Er bezieht sich auf Polizist."	"Er hat das Auto zu schnell gefahren."	"Auf Raser"	"Er hat zu schnell gefahren."	"Auf Raser"	"Er hat das Auto zu schnell gefahren."	"Auf Raser"	"Er hat einen Verdacht auf eine Straftat."	"Auf Raser"	"Er hat einen Verdacht auf unerlaubten Besitz von Waffen."	"Auf Raser"	"Er hat einen Suspekt erwischt."	"Auf Suspekt"
"634"	"ID_100634"	"11"	"SO"	"A1"	"A1_VP18"	"SimpleTransitive"	"Der Polizist"	"den Raser"	"Er"	"Der Polizist will den Raser prüfen"	"prüfen"	"will"	"prüfen"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Er hat zu schnell gefahren."	"Auf Raser"	"Er hat einen Unfall verursacht."	"Auf Raser"	"Der Polizist will den Raser prüfen. Er hat ihn zu schnell gesehen fahren."	"Auf Raser"	"Er hat die Geschwindigkeitsbegrenzung überschritten."	"Auf Raser"	"Er hat in der Nähe ein hohes Tempo gemessen."	"Auf Polizist"	"Er hat das Gefühl, dass dieser unter Alkoholeinfluss steht."	"Das Er bezieht sich auf der Polizist."	"Er hat das Auto zu schnell gefahren."	"Auf Raser"	"Er hat ein Auto mit überhöhter Geschwindigkeit gefahren."	"Auf Raser"	"Er hat zu schnell gefahren."	"Auf Raser"	"Er hat einen Verdacht auf eine Straftat."	"Auf Raser"	"Er hat eine schwere Verletzung erlitten."	"Auf Raser"	"Er hat einen Verdacht auf Unterschlagung."	"Auf Raser"
"635"	"ID_100635"	"35"	"SO"	"A1"	"A1_VP12"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat das Essen gut zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat ein außergewöhnlich schmackhaftes Gericht zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat eine ausgezeichnete Mahlzeit zubereitet."	"Auf Koch"	"Er hat ein wunderbares Mahl gekocht."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat eine wunderschöne Mahlzeit zubereitet."	"Auf Koch"	"Er hat eine wundervolle Mahlzeit zubereitet."	"Auf Koch"
"636"	"ID_100636"	"35"	"SO"	"A1"	"A1_VP13"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das perfekte Dinner zubereitet."	"Auf Koch"	"Er hat ein köstliches Essen zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat die besten Pommes frites gekocht."	"Auf Koch"	"Der Ober soll den Koch loben. Er hat die besten Burger in der Stadt gekocht."	"Auf Koch"	"Er hat ein exquisites Mahl zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein köstliches Mahl zubereitet."	"Auf Koch"	"Er hat das Essen gut zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat das Essen perfekt zubereitet."	"Auf Koch"	"Er hat den besten Kaffee der Welt gekocht."	"Auf Koch"
"637"	"ID_100637"	"35"	"SO"	"A1"	"A1_VP14"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das perfekte Dinner zubereitet."	"Auf Koch"	"Er hat das perfekte Dinner zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat den Chefkoch beleidigt."	"Auf Koch"	"Er hat den Ober geköpft."	"Auf Koch"	"Er hat ein exquisites Fünf-Gänge-Menü zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat einen tollen Job gemacht."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat eine exzellente Mahlzeit zubereitet."	"Auf Koch"	"Er hat die beste Küche in der Stadt gekocht."	"Auf Koch"
"638"	"ID_100638"	"35"	"SO"	"A1"	"A1_VP15"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Mahl für die Gäste zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat den Chefkoch beleidigt."	"Auf Koch"	"Der Ober soll den Koch loben. Er hat die besten Burger in der Stadt gekocht."	"Auf Koch"	"Er hat ein außergewöhnlich leckeres Gericht zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Gericht gekocht."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat einen exzellenten Kuchen zubereitet."	"Auf Koch"
"639"	"ID_100639"	"35"	"SO"	"A1"	"A1_VP16"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP0"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das Essen perfekt zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat den Chefkoch zum Braten eingeladen."	"Auf Koch"	"Er hat den Chefkoch beleidigt."	"Auf Koch"	"Er hat ein außergewöhnlich leckeres Gericht zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat das Essen perfekt zubereitet."	"Auf Koch"
"640"	"ID_100640"	"35"	"SO"	"A1"	"A1_VP17"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Mahlzeit zubereitet."	"Auf Koch"	"Er hat das Essen perfekt zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat das Essen gut zubereitet."	"Auf Koch"	"Der Ober soll den Koch loben. Er hat eine gute Leistung erbracht."	"Auf Koch"	"Er hat ein exquisites Mahl zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat eine wunderbare Mahlzeit zubereitet."	"Auf Koch"	"Er hat ein schmackhaftes Gericht zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat den besten Spaghetti-Sauce-Rezept gefunden."	"Auf Koch"
"641"	"ID_100641"	"35"	"SO"	"A1"	"A1_VP18"	"SimpleTransitive"	"Der Ober"	"den Koch"	"Er"	"Der Ober soll den Koch loben"	"loben"	"soll"	"loben"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat ein köstliches Gericht zubereitet."	"Auf Koch"	"Er hat das Essen gekocht."	"Auf Koch"	"Er hat den Chefkoch beeindruckt."	"Auf Koch"	"Der Ober soll den Koch loben. Er hat seinen Chefkoch verletzt."	"Auf Koch"	"Er hat ein exzellentes Mahl zubereitet."	"Das Er bezieht sich auf den Koch."	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat ein wunderbares Essen gekocht."	"Auf Koch"	"Er hat eine köstliche Mahlzeit zubereitet."	"Auf Koch"	"Er hat ein exzellentes Gericht zubereitet."	"Auf Koch"	"Er hat das Essen perfekt zubereitet."	"Auf Koch"	"Er hat ein exzellentes Essen zubereitet."	"Auf Koch"
"642"	"ID_100642"	"23"	"SO"	"A1"	"A1_VP12"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Professor"	"Er hat eine wichtige Konferenz in der Stadt."	"Auf Professor"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat eine wichtige Konferenz."	"Auf Professor"	"Er hat eine Vorlesung gehalten."	"Auf Doktorand."	"Er hat dessen Vorlesung übernommen."	"Das Er bezieht sich auf der Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat eine Krankheit."	"Auf Doktorand"	"Er hat eine Konferenz in London abhalten."	"Auf Doktorand"
"643"	"ID_100643"	"23"	"SO"	"A1"	"A1_VP13"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat ein wichtiges Seminar verpasst."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Professor"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat eine wichtige Konferenz."	"Auf Professor"	"Er hat einen Termin vergessen."	"Auf Doktorand"	"Er hat sich gründlich auf die bevorstehende Vorlesung vorbereitet."	"Das Er bezieht sich auf der Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Präsentation vorzubereiten."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat eine Krankheit."	"Auf Doktorand"	"Er hat den Vorlesungstermin verpasst."	"Auf Doktorand"
"644"	"ID_100644"	"23"	"SO"	"A1"	"A1_VP14"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat sich für ein Seminar angemeldet."	"Auf Doktorand"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat einen Termin."	"Auf Professor"	"Er hat einen Termin vergessen."	"Auf Doktorand"	"Er hat eine Vorlesung über Quantenmechanik vorbereitet."	"Das Er bezieht sich auf den Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorzubereiten."	"Auf Doktorand"	"Er hat einiges vorzubereiten."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat eine Krankheit."	"Auf Doktorand"	"Er hat bereits alle Vorlesungen vorbereitet."	"Auf Doktorand"
"645"	"ID_100645"	"23"	"SO"	"A1"	"A1_VP15"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Professor"	"Er hat eine wichtige Konferenz zu halten."	"Auf Professor"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat einen Termin."	"Auf Professor"	"Er hat vergessen, die Präsentation vorzubereiten."	"Auf Doktorand"	"Er hat bereits mehrere Vorlesungen zu dem Thema gehalten."	"Das Er bezieht sich auf der Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorzubereiten."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat eine Konferenz in Berlin abhalten müssen."	"Auf Doktorand"
"646"	"ID_100646"	"23"	"SO"	"A1"	"A1_VP16"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP2"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine Präsentation über seine Forschungsergebnisse gehalten."	"Auf Professor"	"Er hat seine Forschungsarbeit abgeschlossen."	"Auf Doktorand"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat einen Termin."	"Auf Professor"	"Er hat einen Termin."	"Auf Doktorand"	"Er hat sich gründlich auf die anstehende Vorlesung vorbereitet."	"Das Er bezieht sich auf der Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorzubereiten."	"Auf Doktorand"	"Er hat einen Termin."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat einen Termin verschoben."	"Auf Doktorand"
"647"	"ID_100647"	"23"	"SO"	"A1"	"A1_VP17"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz."	"Auf Professor"	"Er hat seine Forschungsarbeit abgeschlossen."	"Auf Doktorand"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat eine wichtige Konferenz."	"Auf Professor"	"Er hat sich krank gemeldet."	"Auf Professor"	"Er hat die Vorlesung gründlich vorbereitet."	"Das Er bezieht sich auf Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat keine Ahnung, wie er das machen soll."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat einen Termin bei einem Patienten."	"Auf Doktorand"	"Er hat seine Abschlussarbeit nicht eingereicht."	"Auf Doktorand"
"648"	"ID_100648"	"23"	"SO"	"A1"	"A1_VP18"	"SimpleTransitive"	"Der Doktorand"	"den Professor"	"Er"	"Der Doktorand soll den Professor vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Er hat	Auf was bezieht sich das \"Er\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"nom"	"S"	"pA"	"Der"	"M Sg"	"acc"	"O"	"pP"	"den"	"M Sg"	"nom"	"er"	"S"	"O"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine wichtige Konferenz in London."	"Auf Doktorand"	"Er hat eine Vorlesung gehalten."	"Auf Professor"	"Er hat einen Termin."	"Auf Professor"	"Er hat ihn um die Erlaubnis gebeten."	"Auf Doktorand"	"Er hat sich gründlich auf die Vorlesung vorbereitet."	"Das Er bezieht sich auf Doktorand."	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Er hat die Prüfungen vorbereitet."	"Auf Doktorand."	"Er hat einen Termin bei der Universität."	"Auf Doktorand"	"Er hat eine Krankheit."	"Auf Doktorand"	"Er hat einen Termin vergessen."	"Auf Doktorand"
"649"	"ID_100649"	"26"	"OS"	"A1"	"A1_VP19"	"SimpleTransitive"	"Den Kameraden"	"der Soldat"	"Der"	"Den Kameraden will der Soldat überraschen"	"überraschen"	"will"	"überraschen"	"2"	"NP1"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist in einem Hinterhalt gelockt worden."	"Auf Kameraden"	"Der ist in einem Hinterhalt gelockt worden."	"Auf Kameraden"	"Der ist im Schutzwald verschwunden."	"Auf Soldat"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Er ist im Urlaub."	"Auf Kameraden"	"Der ist gerade auf Wache und bemerkt nichts von der heranschleichenden Gestalt."	"Das Der bezieht sich auf Kameraden."	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist im Urlaub."	"Auf Kameraden"	"Der ist in der Ferne."	"Auf Kameraden"	"Der ist in der Nähe."	"Auf Kameraden"	"Der ist bereits auf dem Weg."	"Auf Soldat"
"650"	"ID_100650"	"26"	"OS"	"A1"	"A1_VP20"	"SimpleTransitive"	"Den Kameraden"	"der Soldat"	"Der"	"Den Kameraden will der Soldat überraschen"	"überraschen"	"will"	"überraschen"	"2"	"NP0"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist in einem Hinterhalt gelockt worden."	"Auf Kameraden"	"Der ist in einem fremden Land gefangen."	"Auf Soldat"	"Der ist gerade aus dem Krieg zurückgekehrt."	"Auf Soldat"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Der ist im Urlaub."	"Auf Kameraden"	"Der ist gerade auf Wache und bemerkt nichts von der Annäherung."	"Das Der bezieht sich auf Kameraden."	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist in der Kaserne."	"Auf Kameraden."	"Der ist in der Ferne."	"Auf Kameraden"	"Der ist gerade dabei, eine Überraschungsparty für ihn zu planen."	"Auf Soldat"	"Der ist am Flughafen angekommen."	"Auf Kameraden"
"651"	"ID_100651"	"26"	"OS"	"A1"	"A1_VP21"	"SimpleTransitive"	"Den Kameraden"	"der Soldat"	"Der"	"Den Kameraden will der Soldat überraschen"	"überraschen"	"will"	"überraschen"	"2"	"NP0"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist in einem Hinterhalt gelockt worden."	"Auf Kameraden"	"Der ist in einem fremden Land gefangen."	"Auf Soldat"	"Der ist in einem Hinterhalt gefangen."	"Auf Kameraden"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Der ist in den Urlaub geflogen."	"Auf Kameraden"	"Der ist im Urlaub."	"Auf Kameraden"	"Der ist gerade auf Wache und bemerkt nichts um sich herum."	"Das Der bezieht sich auf Kameraden."	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist in der Kaserne."	"Auf Kameraden"	"Der ist schon lange auf Urlaub."	"Auf Kameraden"	"Der ist in der Ferne."	"Auf Kameraden"	"Der ist in der Ferne."	"Auf Kameraden"	"Der ist ein neuer Spielzeugladen in der Nähe."	"Auf Kameraden"
