"ID"	"GPT4_t05_rtgs_Rating"	"LLaMA_small_t0_rtgs_Rating"	"LLaMA_small_t05_rtgs_Rating"
"639"	"ID_104311"	NA	5	"5"
"640"	"ID_104312"	NA	5	"6"
"641"	"ID_104313"	NA	5	"4"
"642"	"ID_104314"	NA	5	"6"
"643"	"ID_104315"	NA	6	"5"
"644"	"ID_104316"	NA	6	"6"
"645"	"ID_104317"	NA	6	"4"
"646"	"ID_104318"	NA	6	"6"
"647"	"ID_104319"	NA	6	"5"
"648"	"ID_104320"	NA	6	"5"
"649"	"ID_104321"	NA	6	"6"
"650"	"ID_104322"	NA	6	"6"
"651"	"ID_104323"	NA	6	"6"
"652"	"ID_104324"	NA	6	"6"
"653"	"ID_104325"	NA	6	"6"
"654"	"ID_104326"	NA	6	"6"
"655"	"ID_104327"	NA	6	"5"
"656"	"ID_104328"	NA	6	"6"
"657"	"ID_104329"	NA	6	"5"
"658"	"ID_104330"	NA	6	"5"
"659"	"ID_104331"	NA	6	"6"
"660"	"ID_104332"	NA	6	"5"
"661"	"ID_104333"	NA	6	"4"
"662"	"ID_104334"	NA	6	"6"
"663"	"ID_104335"	NA	6	"6"
"664"	"ID_104336"	NA	6	"4"
"665"	"ID_104337"	NA	6	"4"
"666"	"ID_104338"	NA	6	"5"
"667"	"ID_104339"	NA	6	"6"
"668"	"ID_104340"	NA	6	"6"
"669"	"ID_104341"	NA	6	"6"
"670"	"ID_104342"	NA	6	"4"
"671"	"ID_104343"	NA	6	"4"
"672"	"ID_104344"	NA	6	"5"
"673"	"ID_104345"	NA	6	"5"
"674"	"ID_104346"	NA	6	"6"
"675"	"ID_104347"	NA	6	"6"
"676"	"ID_104348"	NA	6	"6"
"677"	"ID_104349"	NA	6	"5"
"678"	"ID_104350"	NA	6	"6"
"679"	"ID_104351"	NA	6	"6"
"680"	"ID_104352"	NA	6	"5"
"681"	"ID_104353"	NA	6	"6"
"682"	"ID_104354"	NA	6	"1"
"683"	"ID_104355"	NA	6	"6"
"684"	"ID_104356"	NA	6	"6"
"685"	"ID_104357"	NA	6	"6"
"686"	"ID_104358"	NA	6	"6"
"687"	"ID_104359"	NA	6	"4"
"688"	"ID_104360"	NA	6	"6"
"689"	"ID_104361"	NA	6	"5"
"690"	"ID_104362"	NA	6	"6"
"691"	"ID_104363"	NA	6	"6"
"692"	"ID_104364"	NA	6	"6"
"693"	"ID_104365"	NA	6	"5"
"694"	"ID_104366"	NA	6	"5"
"695"	"ID_104367"	NA	6	"5"
"696"	"ID_104368"	NA	6	"6"
"697"	"ID_104369"	NA	6	"5"
"698"	"ID_104370"	NA	6	"6"
"699"	"ID_104371"	NA	6	"6"
"700"	"ID_104372"	NA	6	"5"
"701"	"ID_104373"	NA	6	"5"
"702"	"ID_104374"	NA	6	"6"
"703"	"ID_104375"	NA	6	"5"
"704"	"ID_104376"	NA	6	"5"
"705"	"ID_104377"	NA	6	"5"
"706"	"ID_104378"	NA	6	"5"
"707"	"ID_104379"	NA	6	"5"
"708"	"ID_104380"	NA	6	"6"
"709"	"ID_104381"	NA	6	"5"
"710"	"ID_104382"	NA	6	"1."
"711"	"ID_104383"	NA	6	"6"
"712"	"ID_104384"	NA	6	"6"
"713"	"ID_104385"	NA	6	"6"
"714"	"ID_104386"	NA	6	"6"
"715"	"ID_104387"	NA	6	"6"
"716"	"ID_104388"	NA	6	"5"
"717"	"ID_104389"	NA	6	"6"
"718"	"ID_104390"	NA	6	"Der Arbeitgeber zeigte der Bewerberin den Arbeitsvertrag. Dieser wirkte dabei sehr sympathisch."
"719"	"ID_104391"	NA	6	"3.5"
"720"	"ID_104392"	NA	6	"6"
"721"	"ID_104393"	NA	6	"6"
"722"	"ID_104394"	NA	6	"6"
"723"	"ID_104395"	NA	6	"5"
"724"	"ID_104396"	NA	6	"5"
"725"	"ID_104397"	NA	6	"6"
"726"	"ID_104398"	NA	6	"6"
"727"	"ID_104399"	NA	6	"6"
"728"	"ID_104400"	NA	6	"5"
"729"	"ID_104401"	NA	6	"6"
"730"	"ID_104402"	NA	6	"6"
"731"	"ID_104403"	NA	6	"5"
"732"	"ID_104404"	NA	6	"6"
"733"	"ID_104405"	NA	6	"5"
"734"	"ID_104406"	NA	6	"6"
"735"	"ID_104407"	NA	6	"6"
"736"	"ID_104408"	NA	6	"6"
"737"	"ID_104409"	NA	6	"5"
"738"	"ID_104410"	NA	6	"5"
"739"	"ID_104411"	NA	6	"6"
"740"	"ID_104412"	NA	6	"5"
"741"	"ID_104413"	NA	6	"6"
"742"	"ID_104414"	NA	6	"6"
"743"	"ID_104415"	NA	6	"5"
"744"	"ID_104416"	NA	6	"6"
"745"	"ID_104417"	NA	6	"6"
"746"	"ID_104418"	NA	6	"6"
"747"	"ID_104419"	NA	6	"5"
"748"	"ID_104420"	NA	6	"6"
"749"	"ID_104421"	NA	6	"6"
"750"	"ID_104422"	NA	6	"6"
"751"	"ID_104423"	NA	6	"4"
"752"	"ID_104424"	NA	6	"6"
"753"	"ID_104425"	NA	6	"2.5"
"754"	"ID_104426"	NA	6	"6"
"755"	"ID_104427"	NA	6	"6"
"756"	"ID_104428"	NA	6	"6"
"757"	"ID_104429"	NA	6	"6"
"758"	"ID_104430"	NA	6	"5"
"759"	"ID_104431"	NA	6	"6"
"760"	"ID_104432"	NA	6	"6"
"761"	"ID_104433"	NA	6	"6"
"762"	"ID_104434"	NA	6	"5"
"763"	"ID_104435"	NA	6	"6"
"764"	"ID_104436"	NA	6	"5"
"765"	"ID_104437"	NA	6	"4"
"766"	"ID_104438"	NA	6	"5"
"767"	"ID_104439"	NA	6	"6"
"768"	"ID_104440"	NA	6	"6"
"769"	"ID_104441"	NA	6	"6"
"770"	"ID_104442"	NA	6	"Ich finde den Text auf einer Skala von 1 bis 7 als eine 6."
"771"	"ID_104443"	NA	6	"6"
"772"	"ID_104444"	NA	6	"6"
"773"	"ID_104445"	NA	6	"6"
"774"	"ID_104446"	NA	6	"6"
"775"	"ID_104447"	NA	6	"5"
"776"	"ID_104448"	NA	6	"6"
"777"	"ID_104449"	NA	6	"6"
"778"	"ID_104450"	NA	6	"5"
"779"	"ID_104451"	NA	6	"5"
"780"	"ID_104452"	NA	6	"3.0"
"781"	"ID_104453"	NA	6	"6"
"782"	"ID_104454"	NA	6	"5"
"783"	"ID_104455"	NA	6	"5"
"784"	"ID_104456"	NA	6	"6"
"785"	"ID_104457"	NA	6	"6"
"786"	"ID_104458"	NA	6	"6"
"787"	"ID_104459"	NA	6	"5"
"788"	"ID_104460"	NA	6	"6"
"789"	"ID_104461"	NA	6	"5"
"790"	"ID_104462"	NA	6	"5"
"791"	"ID_104463"	NA	6	"6"
"792"	"ID_104464"	NA	6	"6"
"793"	"ID_104465"	NA	6	"6"
"794"	"ID_104466"	NA	6	"6"
"795"	"ID_104467"	NA	6	"5"
"796"	"ID_104468"	NA	6	"6"
"797"	"ID_104469"	NA	6	"6"
"798"	"ID_104470"	NA	6	"6"
"799"	"ID_104471"	NA	6	"6"
"800"	"ID_104472"	NA	6	"5"
"801"	"ID_104473"	NA	6	"Perfekt."
"802"	"ID_104474"	NA	6	"6"
"803"	"ID_104475"	NA	6	"Der Text klingt eher seltsam als perfekt."
"804"	"ID_104476"	NA	6	"6"
"805"	"ID_104477"	NA	6	"6"
"806"	"ID_104478"	NA	6	"6"
"807"	"ID_104479"	NA	6	"4"
"808"	"ID_104480"	NA	6	"6"
"809"	"ID_104481"	NA	6	"6"
"810"	"ID_104482"	NA	6	"5"
"811"	"ID_104483"	NA	6	"5"
"812"	"ID_104484"	NA	6	"6"
"813"	"ID_104485"	NA	6	"5"
"814"	"ID_104486"	NA	6	"5"
"815"	"ID_104487"	NA	6	"5"
"816"	"ID_104488"	NA	6	"5"
"817"	"ID_104489"	NA	6	"6"
"818"	"ID_104490"	NA	6	"5"
"819"	"ID_104491"	NA	6	"5"
"820"	"ID_104492"	NA	6	"5"
"821"	"ID_104493"	NA	6	"6"
"822"	"ID_104494"	NA	6	"5"
"823"	"ID_104495"	NA	6	"4"
"824"	"ID_104496"	NA	6	"5"
"825"	"ID_104497"	NA	6	"6"
"826"	"ID_104498"	NA	6	"6"
"827"	"ID_104499"	NA	6	"6"
"828"	"ID_104500"	NA	6	"6"
"829"	"ID_104501"	NA	6	"Der Text klingt wie eine Alltagssituation, die in einer Sprache geschrieben ist, die einfach und direkt ist. Die verwendeten Wörter sind verständlich und es gibt keine ungewöhnlichen oder komplexen Strukturen. Der Gesamtst"
"830"	"ID_104502"	NA	6	"6"
"831"	"ID_104503"	NA	6	"5"
"832"	"ID_104504"	NA	6	"5"
"833"	"ID_104505"	NA	6	"6"
"834"	"ID_104506"	NA	6	"6"
"835"	"ID_104507"	NA	6	"6"
"836"	"ID_104508"	NA	6	"5"
"837"	"ID_104509"	NA	6	"6"
"838"	"ID_104510"	NA	6	"4"
"839"	"ID_104511"	NA	6	"6"
"840"	"ID_104512"	NA	6	"5"
"841"	"ID_104513"	6	6	"6"
"842"	"ID_104514"	NA	6	"6"
"843"	"ID_104515"	NA	6	"6"
"844"	"ID_104516"	NA	6	"6"
"845"	"ID_104517"	NA	6	"6"
"846"	"ID_104518"	NA	6	"6"
"847"	"ID_104519"	NA	6	"6"
"848"	"ID_104520"	NA	6	"Der Text klingt perfekt."
"849"	"ID_104521"	NA	6	"6"
"850"	"ID_104522"	NA	6	"5"
"851"	"ID_104523"	NA	6	"6"
"852"	"ID_104524"	NA	6	"5"
"853"	"ID_104525"	NA	6	"6"
"854"	"ID_104526"	NA	6	"6"
"855"	"ID_104527"	NA	6	"5"
"856"	"ID_104528"	NA	6	"5"
"857"	"ID_104529"	NA	6	"4"
"858"	"ID_104530"	NA	6	"6"
"859"	"ID_104531"	NA	6	"4"
"860"	"ID_104532"	NA	6	"5"
"861"	"ID_104533"	NA	6	"5"
"862"	"ID_104534"	NA	6	"6"
"863"	"ID_104535"	NA	6	"6"
"864"	"ID_104536"	NA	6	"6"
"865"	"ID_104537"	NA	6	"5"
"866"	"ID_104538"	NA	6	"6"
"867"	"ID_104539"	NA	6	"5"
"868"	"ID_104540"	NA	6	"5"
"869"	"ID_104541"	NA	6	"5"
"870"	"ID_104542"	NA	6	"5"
"871"	"ID_104543"	NA	6	"5"
"872"	"ID_104544"	NA	6	"5"
"873"	"ID_104545"	NA	6	"6"
"874"	"ID_104546"	NA	6	"6"
"875"	"ID_104547"	NA	6	"5"
"876"	"ID_104548"	6	6	"6"
"877"	"ID_104549"	NA	6	"6"
"878"	"ID_104550"	NA	6	"6"
"879"	"ID_104551"	NA	6	"6"
"880"	"ID_104552"	NA	6	"5"
"881"	"ID_104553"	NA	6	"4"
"882"	"ID_104554"	NA	6	"6"
"883"	"ID_104555"	NA	6	"6"
"884"	"ID_104556"	NA	6	"5"
"885"	"ID_104557"	NA	6	"6"
"886"	"ID_104558"	NA	6	"6"
"887"	"ID_104559"	NA	6	"4"
"888"	"ID_104560"	NA	6	"6"
"889"	"ID_104561"	NA	6	"6"
"890"	"ID_104562"	NA	6	"6"
"891"	"ID_104563"	NA	6	"6"
"892"	"ID_104564"	NA	6	"5"
"893"	"ID_104565"	NA	6	"6"
"894"	"ID_104566"	NA	6	"6"
"895"	"ID_104567"	NA	6	"5"
"896"	"ID_104568"	NA	6	"5"
"897"	"ID_104569"	NA	6	"5"
"898"	"ID_104570"	NA	6	"5"
"899"	"ID_104571"	NA	6	"5"
"900"	"ID_104572"	NA	6	"6"
"901"	"ID_104573"	NA	6	"6"
"902"	"ID_104574"	NA	6	"6"
"903"	"ID_104575"	NA	6	"4"
"904"	"ID_104576"	NA	6	"5"
"905"	"ID_104577"	NA	6	"6"
"906"	"ID_104578"	NA	6	"6"
"907"	"ID_104579"	NA	6	"6"
"908"	"ID_104580"	NA	6	"4"
"909"	"ID_104581"	NA	6	"6"
"910"	"ID_104582"	NA	6	"5"
"911"	"ID_104583"	NA	6	"5"
"912"	"ID_104584"	NA	6	"6"
"913"	"ID_104585"	NA	6	"6"
"914"	"ID_104586"	NA	6	"6"
"915"	"ID_104587"	NA	6	"5"
"916"	"ID_104588"	NA	6	"6"
"917"	"ID_104589"	NA	6	"6"
"918"	"ID_104590"	NA	6	"6"
"919"	"ID_104591"	NA	6	"6"
"920"	"ID_104592"	NA	6	"6"
"921"	"ID_104593"	NA	6	"6"
"922"	"ID_104594"	NA	6	"6"
"923"	"ID_104595"	NA	6	"6"
"924"	"ID_104596"	NA	6	"5"
"925"	"ID_104597"	NA	6	"6"
"926"	"ID_104598"	NA	6	"3.0"
"927"	"ID_104599"	NA	6	"5"
"928"	"ID_104600"	NA	6	"6"
"929"	"ID_104601"	NA	6	"6"
"930"	"ID_104602"	NA	6	"4"
"931"	"ID_104603"	NA	6	"6"
"932"	"ID_104604"	NA	6	"6"
"933"	"ID_104605"	NA	6	"5"
"934"	"ID_104606"	NA	6	"5"
"935"	"ID_104607"	NA	6	"5"
"936"	"ID_104608"	NA	6	"6"
"937"	"ID_104609"	NA	6	"6"
"938"	"ID_104610"	NA	6	"6"
"939"	"ID_104611"	NA	6	"5"
"940"	"ID_104612"	NA	6	"6"
"941"	"ID_104613"	NA	6	"5"
"942"	"ID_104614"	NA	6	"6"
"943"	"ID_104615"	NA	6	"6"
"944"	"ID_104616"	NA	6	"5"
"945"	"ID_104617"	NA	6	"5"
"946"	"ID_104618"	NA	6	"5"
"947"	"ID_104619"	NA	6	"6"
"948"	"ID_104620"	NA	6	"2"
"949"	"ID_104621"	NA	6	"6"
"950"	"ID_104622"	NA	6	"6"
"951"	"ID_104623"	NA	6	"5"
"952"	"ID_104624"	NA	6	"5"
"953"	"ID_104625"	NA	6	"6"
"954"	"ID_104626"	NA	6	"6"
"955"	"ID_104627"	NA	6	"6"
"956"	"ID_104628"	NA	6	"6"
"957"	"ID_104629"	NA	6	"5"
"958"	"ID_104630"	NA	6	"6"
"959"	"ID_104631"	NA	6	"5"
"960"	"ID_104632"	NA	6	"5"
"961"	"ID_104633"	NA	6	"5"
"962"	"ID_104634"	NA	6	"6"
"963"	"ID_104635"	NA	6	"Der Text klingt perfekt."
"964"	"ID_104636"	NA	6	"6"
"965"	"ID_104637"	NA	6	"5"
"966"	"ID_104638"	NA	6	"6"
"967"	"ID_104639"	NA	6	"5"
"968"	"ID_104640"	NA	6	"5"
"969"	"ID_104641"	NA	6	"6"
"970"	"ID_104642"	NA	6	"6"
"971"	"ID_104643"	NA	6	"5"
"972"	"ID_104644"	NA	6	"5"
"973"	"ID_104645"	NA	6	"6"
"974"	"ID_104646"	NA	6	"5"
"975"	"ID_104647"	NA	6	"5"
"976"	"ID_104648"	NA	6	"6"
"977"	"ID_104649"	NA	6	"5"
"978"	"ID_104650"	NA	6	"6"
"979"	"ID_104651"	NA	6	"6"
"980"	"ID_104652"	NA	6	"Der Eigentümer vermietete der Anwohnerin die Parkfläche. Diese war froh über den langfristigen Vertrag."
"981"	"ID_104653"	NA	6	"6"
"982"	"ID_104654"	NA	6	"2"
"983"	"ID_104655"	NA	6	"6"
"984"	"ID_104656"	NA	6	"6"
"985"	"ID_104657"	NA	6	"6"
"986"	"ID_104658"	NA	6	"6"
"987"	"ID_104659"	NA	6	"6"
"988"	"ID_104660"	NA	6	"5"
"989"	"ID_104661"	NA	6	"5"
"990"	"ID_104662"	NA	6	"6"
"991"	"ID_104663"	NA	6	"6"
"992"	"ID_104664"	NA	6	"6"
"993"	"ID_104665"	NA	6	"5"
"994"	"ID_104666"	NA	6	"6"
"995"	"ID_104667"	NA	6	"5"
"996"	"ID_104668"	NA	6	"6"
"997"	"ID_104669"	NA	6	"6"
"998"	"ID_104670"	NA	6	"5"
"999"	"ID_104671"	NA	6	"6"
"1000"	"ID_104672"	NA	6	"7"
"1001"	"ID_104673"	NA	6	"5"
"1002"	"ID_104674"	NA	6	"5"
"1003"	"ID_104675"	NA	6	"5"
"1004"	"ID_104676"	NA	6	"6"
"1005"	"ID_104677"	NA	6	"6"
"1006"	"ID_104678"	NA	6	"6"
"1007"	"ID_104679"	NA	6	"6"
"1008"	"ID_104680"	NA	6	"5"
"1009"	"ID_104681"	NA	6	"5"
"1010"	"ID_104682"	NA	6	"5"
"1011"	"ID_104683"	NA	6	"6"
"1012"	"ID_104684"	NA	6	"5"
"1013"	"ID_104685"	NA	6	"6"
"1014"	"ID_104686"	NA	6	"6"
"1015"	"ID_104687"	NA	6	"Der Therapeut gewöhnte der Patientin die Marotte. Sie war sehr dankbar. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)"
"1016"	"ID_104688"	NA	6	"6"
"1017"	"ID_104689"	NA	6	"6"
"1018"	"ID_104690"	NA	6	"5"
"1019"	"ID_104691"	NA	6	"6"
"1020"	"ID_104692"	NA	6	"5"
"1021"	"ID_104693"	NA	6	"5"
"1022"	"ID_104694"	NA	6	"6"
"1023"	"ID_104695"	NA	6	"5"
"1024"	"ID_104696"	NA	6	"5"
"1025"	"ID_104697"	NA	6	"6"
"1026"	"ID_104698"	NA	6	"5"
"1027"	"ID_104699"	NA	6	"6"
"1028"	"ID_104700"	NA	6	"5"
"1029"	"ID_104701"	NA	6	"2"
"1030"	"ID_104702"	NA	6	"5"
"1031"	"ID_104703"	NA	6	"6"
"1032"	"ID_104704"	5	6	"5"
"1033"	"ID_104705"	NA	6	"4"
"1034"	"ID_104706"	NA	6	"6"
"1035"	"ID_104707"	NA	6	"6"
"1036"	"ID_104708"	NA	6	"4"
"1037"	"ID_104709"	NA	6	"6"
"1038"	"ID_104710"	NA	6	"5"
"1039"	"ID_104711"	NA	6	"5"
"1040"	"ID_104712"	NA	6	"6"
"1041"	"ID_104713"	NA	6	"5"
"1042"	"ID_104714"	NA	6	"6"
"1043"	"ID_104715"	NA	6	"6"
"1044"	"ID_104716"	NA	6	"6"
"1045"	"ID_104717"	NA	6	"5"
"1046"	"ID_104718"	NA	6	"6"
"1047"	"ID_104719"	NA	6	"Der Anwalt erklärte der Mandantin die Beweislage. Die war nun perfekt vorbereitet. \nWie klingt der Text? (1=sehr seltsam, 7=perfekt)"
"1048"	"ID_104720"	NA	6	"5"
"1049"	"ID_104721"	NA	6	"5"
"1050"	"ID_104722"	7	6	"6"
"1051"	"ID_104723"	NA	6	"5"
"1052"	"ID_104724"	NA	6	"5"
"1053"	"ID_104725"	NA	6	"6"
"1054"	"ID_104726"	NA	6	"5"
"1055"	"ID_104727"	NA	6	"6"
"1056"	"ID_104728"	NA	6	"6"
"1057"	"ID_104729"	NA	6	"5"
"1058"	"ID_104730"	NA	6	"6"
"1059"	"ID_104731"	NA	6	"5"
"1060"	"ID_104732"	NA	6	"6"
"1061"	"ID_104733"	5	6	"6"
"1062"	"ID_104734"	NA	6	"5"
"1063"	"ID_104735"	NA	6	"6"
"1064"	"ID_104736"	NA	6	"5"
"1065"	"ID_104737"	NA	6	"5"
"1066"	"ID_104738"	NA	6	"5"
"1067"	"ID_104739"	NA	6	"6"
"1068"	"ID_104740"	NA	6	"5"
"1069"	"ID_104741"	NA	6	"6"
"1070"	"ID_104742"	NA	6	"6"
"1071"	"ID_104743"	NA	6	"6"
"1072"	"ID_104744"	NA	6	"6"
"1073"	"ID_104745"	NA	6	"6"
"1074"	"ID_104746"	NA	6	"6"
"1075"	"ID_104747"	NA	6	"5"
"1076"	"ID_104748"	NA	6	"4"
"1077"	"ID_104749"	NA	6	"5"
"1078"	"ID_104750"	NA	6	"5"
"1079"	"ID_104751"	NA	6	"5"
"1080"	"ID_104752"	NA	6	"4"
"1081"	"ID_104753"	NA	6	"7"
"1082"	"ID_104754"	NA	6	"6"
"1083"	"ID_104755"	NA	6	"5"
"1084"	"ID_104756"	NA	6	"6"
"1085"	"ID_104757"	NA	6	"6"
"1086"	"ID_104758"	NA	6	"5"
"1087"	"ID_104759"	NA	6	"6"
"1088"	"ID_104760"	NA	6	"5"
"1089"	"ID_104761"	NA	6	"6"
"1090"	"ID_104762"	NA	6	"6"
"1091"	"ID_104763"	NA	6	"7"
"1092"	"ID_104764"	NA	6	"6"
"1093"	"ID_104765"	NA	6	"6"
"1094"	"ID_104766"	NA	6	"6"
"1095"	"ID_104767"	NA	6	"5"
"1096"	"ID_104768"	NA	6	"6"
"1097"	"ID_104769"	NA	6	"6"
"1098"	"ID_104770"	NA	6	"6"
"1099"	"ID_104771"	NA	6	"4"
"1100"	"ID_104772"	NA	6	"6"
"1101"	"ID_104773"	NA	6	"5"
"1102"	"ID_104774"	NA	6	"5"
"1103"	"ID_104775"	NA	6	"6"
"1104"	"ID_104776"	NA	6	"6"
"1105"	"ID_104777"	NA	6	"5"
"1106"	"ID_104778"	NA	6	"6"
"1107"	"ID_104779"	NA	6	"6"
"1108"	"ID_104780"	NA	6	"4"
"1109"	"ID_104781"	NA	6	"5"
"1110"	"ID_104782"	NA	6	"6"
"1111"	"ID_104783"	NA	6	"6"
"1112"	"ID_104784"	NA	6	"6"
"1113"	"ID_104785"	NA	6	"5"
"1114"	"ID_104786"	NA	6	"5"
"1115"	"ID_104787"	NA	6	"6"
"1116"	"ID_104788"	NA	6	"5"
"1117"	"ID_104789"	NA	6	"6"
"1118"	"ID_104790"	NA	6	"6"
"1119"	"ID_104791"	NA	6	"1."
"1120"	"ID_104792"	NA	6	"6"
"1121"	"ID_104793"	NA	6	"6"
"1122"	"ID_104794"	NA	6	"6"
"1123"	"ID_104795"	NA	6	"6"
"1124"	"ID_104796"	NA	6	"6"
"1125"	"ID_104797"	NA	6	"6"
"1126"	"ID_104798"	NA	6	"5"
"1127"	"ID_104799"	NA	6	"6"
"1128"	"ID_104800"	NA	6	"5"
"1129"	"ID_104801"	NA	6	"6"
"1130"	"ID_104802"	NA	6	"6"
"1131"	"ID_104803"	NA	6	"6"
"1132"	"ID_104804"	NA	6	"7"
"1133"	"ID_104805"	NA	6	"6"
"1134"	"ID_104806"	NA	6	"5"
"1135"	"ID_104807"	NA	6	"5"
"1136"	"ID_104808"	NA	6	"6"
"1137"	"ID_104809"	NA	6	"5"
"1138"	"ID_104810"	NA	6	"5"
"1139"	"ID_104811"	NA	6	"4"
"1140"	"ID_104812"	NA	6	"6"
"1141"	"ID_104813"	NA	6	"6"
"1142"	"ID_104814"	NA	6	"2"
"1143"	"ID_104815"	NA	6	"6"
"1144"	"ID_104816"	NA	6	"5"
"1145"	"ID_104817"	NA	6	"6"
"1146"	"ID_104818"	NA	6	"6"
"1147"	"ID_104819"	NA	6	"5"
"1148"	"ID_104820"	NA	6	"6"
"1149"	"ID_104821"	NA	6	"5"
"1150"	"ID_104822"	NA	6	"5"
"1151"	"ID_104823"	NA	6	"6"
"1152"	"ID_104824"	NA	6	"6"
"1153"	"ID_104825"	NA	6	"6"
"1154"	"ID_104826"	NA	6	"6"
"1155"	"ID_104827"	NA	6	"5"
"1156"	"ID_104828"	NA	6	"6"
"1157"	"ID_104829"	NA	6	"6"
"1158"	"ID_104830"	NA	6	"6"
"1159"	"ID_104831"	NA	6	"6"
"1160"	"ID_104832"	NA	6	"5"
"1161"	"ID_104833"	NA	6	"6"
"1162"	"ID_104834"	NA	6	"5"
"1163"	"ID_104835"	NA	6	"6"
"1164"	"ID_104836"	NA	6	"6"
"1165"	"ID_104837"	NA	6	"5"
"1166"	"ID_104838"	NA	6	"6"
"1167"	"ID_104839"	NA	6	"Ich finde den Text perfekt."
"1168"	"ID_104840"	NA	6	"5"
"1169"	"ID_104841"	NA	6	"2"
"1170"	"ID_104842"	NA	6	"4"
"1171"	"ID_104843"	NA	6	"6"
"1172"	"ID_104844"	NA	6	"6"
"1173"	"ID_104845"	NA	6	"5"
"1174"	"ID_104846"	NA	6	"5"
"1175"	"ID_104847"	NA	6	"6"
"1176"	"ID_104848"	NA	6	"5"
"1177"	"ID_104849"	NA	6	"4"
"1178"	"ID_104850"	NA	6	"5"
"1179"	"ID_104851"	NA	6	"6"
"1180"	"ID_104852"	NA	6	"6"
"1181"	"ID_104853"	NA	6	"6"
"1182"	"ID_104854"	NA	6	"2"
"1183"	"ID_104855"	NA	6	"5"
"1184"	"ID_104856"	NA	6	"6"
"1185"	"ID_104857"	NA	6	"6"
"1186"	"ID_104858"	NA	6	"6"
"1187"	"ID_104859"	NA	6	"6"
"1188"	"ID_104860"	NA	6	"6"
"1189"	"ID_104861"	NA	6	"6"
"1190"	"ID_104862"	NA	6	"5"
"1191"	"ID_104863"	NA	6	"4"
"1192"	"ID_104864"	NA	6	"6"
"1193"	"ID_104865"	NA	6	"5"
"1194"	"ID_104866"	NA	6	"6"
"1195"	"ID_104867"	NA	6	"1."
"1196"	"ID_104868"	NA	6	"6"
"1197"	"ID_104869"	NA	6	"6"
"1198"	"ID_104870"	NA	6	"5"
"1199"	"ID_104871"	NA	6	"6"
"1200"	"ID_104872"	NA	6	"5"
"1201"	"ID_104873"	NA	6	"6"
"1202"	"ID_104874"	NA	6	"5"
"1203"	"ID_104875"	NA	6	"5"
"1204"	"ID_104876"	NA	6	"6"
"1205"	"ID_104877"	NA	6	"6"
"1206"	"ID_104878"	NA	6	"6"
"1207"	"ID_104879"	NA	6	"3"
"1208"	"ID_104880"	NA	6	"5"
"1209"	"ID_104881"	NA	6	"6"
"1210"	"ID_104882"	NA	6	"4"
"1211"	"ID_104883"	NA	6	"5"
"1212"	"ID_104884"	NA	6	"6"
"1213"	"ID_104885"	NA	6	"5"
"1214"	"ID_104886"	NA	6	"5"
"1215"	"ID_104887"	NA	6	"6"
"1216"	"ID_104888"	NA	6	"5"
"1217"	"ID_104889"	NA	6	"6"
"1218"	"ID_104890"	NA	6	"6"
"1219"	"ID_104891"	NA	6	"4"
"1220"	"ID_104892"	NA	6	"6"
"1221"	"ID_104893"	NA	6	"6"
"1222"	"ID_104894"	NA	6	"6"
"1223"	"ID_104895"	NA	6	"5"
"1224"	"ID_104896"	NA	6	"6"
"1225"	"ID_104897"	NA	6	"5"
"1226"	"ID_104898"	NA	6	"6"
"1227"	"ID_104899"	NA	6	"5"
"1228"	"ID_104900"	NA	6	"6"
"1229"	"ID_104901"	NA	6	"4"
"1230"	"ID_104902"	NA	6	"5"
"1231"	"ID_104903"	3	6	"6"
"1232"	"ID_104904"	NA	6	"6"
"1233"	"ID_104905"	NA	6	"6"
"1234"	"ID_104906"	NA	6	"2"
"1235"	"ID_104907"	NA	6	"6"
"1236"	"ID_104908"	NA	6	"5"
"1237"	"ID_104909"	NA	6	"6"
"1238"	"ID_104910"	NA	6	"5"
"1239"	"ID_104911"	NA	6	"5"
"1240"	"ID_104912"	NA	6	"5"
"1241"	"ID_104913"	NA	6	"6"
"1242"	"ID_104914"	NA	6	"5"
"1243"	"ID_104915"	NA	6	"5"
"1244"	"ID_104916"	NA	6	"6"
"1245"	"ID_104917"	NA	6	"4"
"1246"	"ID_104918"	5	6	"6"
"1247"	"ID_104919"	NA	6	"6"
"1248"	"ID_104920"	NA	6	"5"
"1249"	"ID_104921"	NA	6	"6"
"1250"	"ID_104922"	NA	6	"4"
"1251"	"ID_104923"	NA	6	"6"
"1252"	"ID_104924"	NA	6	"5"
"1253"	"ID_104925"	NA	6	"6"
"1254"	"ID_104926"	NA	6	"6"
"1255"	"ID_104927"	NA	6	"5"
"1256"	"ID_104928"	NA	6	"6"
"1257"	"ID_104929"	NA	6	"6"
"1258"	"ID_104930"	NA	6	"6"
"1259"	"ID_104931"	NA	6	"6"
"1260"	"ID_104932"	NA	6	"5"
"1261"	"ID_104933"	NA	6	"6"
"1262"	"ID_104934"	NA	6	"5"
"1263"	"ID_104935"	NA	6	"5"
"1264"	"ID_104936"	NA	6	"6"
"1265"	"ID_104937"	NA	6	"6"
"1266"	"ID_104938"	6	6	"6"
"1267"	"ID_104939"	NA	6	"5"
"1268"	"ID_104940"	NA	6	"5"
"1269"	"ID_104941"	NA	6	"5"
